customer_id,customer_name,email,region,signup_date
C00123,Miss Stacy Walls,jasondiaz@example.com,West,2023-11-12
C00124,Amy Poole,williamchristian@example.com,Central,2025-01-04
C00125,Bernard Gregory,erikwright@example.org,West,2022-02-10
C00126,Tamara Horton,angelanash@example.net,Central,2023-02-09
C00127,William Bailey,michaelmartin@example.com,East,2021-08-09
C00128,Alexandria Franklin,garciashawn@example.com,Central,2021-12-17
C00129,Bradley Wilson,finleychristina@example.org,North,2022-02-10
C00130,Sharon Hill,alexis56@example.com,North,2023-03-07
C00131,Michael Morgan,whall@example.com,Central,2025-02-05
C00132,Mr. Todd Garner,avilaconnor@example.org,East,2021-06-07
C00133,Danny Fuller,kedwards@example.org,East,2022-10-20
C00134,Andre Hoffman,qday@example.net,North,2022-11-28
C00135,Scott White,zachary55@example.org,East,2023-04-13
C00136,Lisa Moses,carloswatson@example.net,West,2024-04-01
C00137,Kerry Anderson,samantha05@example.net,South,2025-03-26
C00138,Carol Leonard,brownmichael@example.com,West,2024-05-06
C00139,Kenneth Robinson,benjamin67@example.net,North,2021-12-27
C00140,Bradley Smith,brandy63@example.com,East,2021-08-04
C00141,Angela Pierce,xkeller@example.net,Central,2022-06-01
C00142,Kevin Sanchez,gmartin@example.com,South,2024-01-05
C00143,Joseph Eaton,mtaylor@example.org,Central,2023-06-01
C00144,Marie Franco,jacobschelsey@example.net,North,2022-10-02
C00145,Tammy Green,farmerrenee@example.net,East,2023-11-23
C00146,Stacey Jones,rcase@example.com,Central,2023-02-10
C00147,Amber Reynolds,louis60@example.org,Central,2023-01-04
C00148,Michael Edwards,michael30@example.com,South,2023-08-14
C00149,Kyle Forbes,qortega@example.net,South,2024-03-14
C00150,Kelly Gray,perezaustin@example.org,East,2024-10-24
C00151,Frank Davenport,brittneyhendricks@example.net,South,2022-10-27
C00152,Dalton Sanchez,zward@example.org,Central,2022-12-29
C00153,Robert Morgan,zdavidson@example.com,Central,2022-07-13
C00154,John Ramsey,fpatterson@example.com,North,2025-01-28
C00155,Jason Lewis,shelbythompson@example.com,Central,2024-07-19
C00156,Kevin Miller,adammurray@example.com,East,2023-08-25
C00157,Jacob Costa,david59@example.com,West,2024-12-28
C00158,Sarah Lewis,rporter@example.org,North,2024-11-29
C00159,Adam Joseph,pattersonsteven@example.net,North,2022-07-14
C00160,Matthew Dawson,david84@example.com,East,2022-03-28
C00161,Daniel Gonzalez,qmoore@example.com,East,2023-01-07
C00162,Kelly Phillips,adrianlee@example.net,South,2022-01-07
C00163,Toni Peters,williambutler@example.org,North,2022-10-29
C00164,Deanna Stout,travispugh@example.org,South,2021-10-30
C00165,Christina Green,avillarreal@example.com,Central,2024-05-23
C00166,Nathan Johnson,jack14@example.org,North,2023-02-07
C00167,Jessica Huff,robertzavala@example.org,North,2021-07-28
C00168,Edward Ellison,hspencer@example.net,West,2021-10-27
C00169,Elizabeth Chapman,aaron78@example.net,North,2025-04-09
C00170,Brittany Chen,johnsweeney@example.com,Central,2023-10-10
C00171,Nicole Williams,charles31@example.com,South,2024-10-21
C00172,Kelly Potter,toddevans@example.com,South,2022-11-09
C00173,Scott Nichols,estesjack@example.com,West,2023-03-01
C00174,Cody Lang,cherylshea@example.com,Central,2024-02-21
C00175,Jillian Davidson,zmunoz@example.org,South,2022-08-11
C00176,Natasha Snyder,slopez@example.org,East,2023-10-22
C00177,Jason Smith,anthony10@example.net,Central,2024-02-20
C00178,Jesse Young,kayla43@example.com,Central,2024-12-28
C00179,Marie Wilson,jwilliams@example.org,West,2023-08-28
C00180,David Reed,ronald24@example.com,South,2021-12-23
C00181,Taylor Jackson,littlejeffrey@example.com,Central,2024-08-10
C00182,Allison Ho,emilyanderson@example.com,South,2023-02-16
C00183,Mary Durham,rebecca91@example.net,East,2024-05-01
C00184,Olivia Cooper,rosejacob@example.net,West,2021-08-05
C00185,Jeffrey Weaver,micheal03@example.com,East,2022-06-01
C00186,Curtis Williams,mossjamie@example.org,West,2022-04-25
C00187,Tanya Mcconnell,travisoconnor@example.com,Central,2021-10-18
C00188,David Robinson,davidcarter@example.com,West,2023-05-19
C00189,Heather Clark,nbaker@example.com,North,2023-03-15
C00190,Troy Stephens,robertcole@example.com,South,2024-09-15
C00191,Jennifer Ramsey,bellmichael@example.net,South,2024-03-24
C00192,James Meyers,corey43@example.com,North,2022-09-14
C00193,Dakota Lewis,sheltonmichelle@example.org,East,2022-10-04
C00194,Lisa Small,pwilson@example.org,North,2021-10-16
C00195,Catherine Smith,hlang@example.com,Central,2024-07-15
C00196,Amy Mayo,coopermartin@example.com,Central,2024-12-15
C00197,Ashley Fernandez,richard12@example.com,South,2023-12-29
C00198,Jose Martin Jr.,halexander@example.org,Central,2023-10-03
C00199,Kristen Gaines,jmccarthy@example.net,South,2022-07-21
C00200,Shelley Williams,williamrussell@example.net,North,2021-10-13
C00201,Erin Jenkins,listephanie@example.com,North,2022-05-10
C00202,Angela Wilson,ohart@example.com,North,2024-02-08
C00203,Rodney Tucker,melissaduarte@example.com,South,2021-11-12
C00204,Michael Casey,stephanie32@example.net,North,2021-06-25
C00205,Ashley Lee,mclaughlinjoshua@example.net,North,2021-12-02
C00206,Carly Mendez,joseph99@example.com,East,2022-06-18
C00207,Bonnie Lopez,bmitchell@example.net,North,2021-09-16
C00208,Brandon Perkins,kathrynmathis@example.net,Central,2022-10-04
C00209,Alison Lewis,nicholasfisher@example.net,South,2025-01-06
C00210,Kristen Flores,vmartinez@example.com,East,2025-04-19
C00211,Mary Miller,kayla15@example.com,West,2023-07-04
C00212,Taylor Ross,maryjohnson@example.org,South,2023-11-30
C00213,Angela Martin,shannonmartin@example.net,Central,2022-08-14
C00214,Nancy Wilson,edward11@example.com,South,2024-09-01
C00215,Rebecca Obrien,ochandler@example.net,Central,2023-05-18
C00216,Regina Ruiz,alexsmith@example.net,Central,2022-01-07
C00217,Jack Kent,daniellemckee@example.net,West,2024-09-07
C00218,Eric Riley,vincent99@example.org,South,2023-06-21
C00219,Daniel Cook,acastro@example.net,West,2025-03-03
C00220,Ronald Stewart,sanderswilliam@example.net,West,2024-01-30
C00221,Cathy Lambert,ysmith@example.org,South,2022-11-26
C00222,Andrew Robinson,ljohnson@example.com,North,2022-08-20
C00223,Jennifer Bates,padillapatricia@example.net,North,2023-02-20
C00224,Kelly Marks,bowenkristen@example.org,West,2024-05-05
C00225,Steven Bradley,jfox@example.net,East,2021-05-25
C00226,Wendy King,rbrooks@example.com,West,2023-05-02
C00227,Madison Simon,escobargrant@example.net,West,2023-11-28
C00228,Mrs. Brenda Baldwin PhD,austin91@example.net,West,2024-12-13
C00229,Traci Martinez,melissa10@example.org,North,2021-06-08
C00230,Nancy Walker,rcarson@example.com,North,2024-06-23
C00231,Ricky Lee II,qkaufman@example.com,North,2021-10-18
C00232,James Woodard,janebaker@example.com,West,2022-02-07
C00233,Alison Sherman,meganwilliams@example.com,East,2024-06-04
C00234,Diana Smith,mevans@example.org,North,2023-02-26
C00235,Savannah Robinson,rnguyen@example.org,South,2023-05-23
C00236,Kara Davis,shelbylee@example.net,South,2022-10-05
C00237,Lori Smith,allenmark@example.org,South,2024-03-06
C00238,Joyce Berry,danielle26@example.com,Central,2023-10-02
C00239,Andrew Vaughn,rebeccawaller@example.org,West,2024-10-10
C00240,Stephanie Jennings,robertssamuel@example.org,South,2023-11-03
C00241,Jaime Mills,karenwells@example.org,West,2022-07-09
C00242,Erin Hughes,michele63@example.org,South,2024-12-13
C00243,Jesus Williams,zhaynes@example.com,East,2023-10-30
C00244,Amy Baker,iangallagher@example.net,West,2022-12-28
C00245,Amanda Green,bbrown@example.org,South,2023-02-16
C00246,Colleen West,matthewnelson@example.com,North,2024-05-20
C00247,Duane Anderson,lcrawford@example.org,West,2022-08-28
C00248,Joe Davenport,heather53@example.com,Central,2024-02-07
C00249,Phillip Barton,michael93@example.net,North,2023-05-29
C00250,Brianna Velez,barbaranelson@example.net,North,2024-12-29
C00251,Janet Collins,curtisbrennan@example.net,Central,2024-02-14
C00252,Matthew Gonzalez,shawna99@example.net,North,2021-07-18
C00253,Brent Stone,elizabeth04@example.net,North,2024-03-07
C00254,Phillip Lopez,prodriguez@example.com,South,2023-10-05
C00255,Audrey Humphrey,walter64@example.com,South,2023-09-08
C00256,Michael Gonzalez,jacksonandrew@example.org,West,2023-08-10
C00257,Mr. Oscar Reeves,jlambert@example.com,West,2024-07-13
C00258,Joshua Hall,jhouston@example.org,West,2022-08-19
C00259,Raven Dawson,susandouglas@example.net,South,2025-04-22
C00260,Gregory Santiago,jamesjennifer@example.org,West,2023-12-27
C00261,Kelly Jones,llopez@example.org,North,2022-01-05
C00262,Tammy Black,jennifer65@example.com,South,2022-04-01
C00263,Jennifer Bell,griffinrobert@example.net,West,2021-12-16
C00264,Andrea Carson,edward79@example.com,North,2022-05-08
C00265,Natasha Robinson,gregorychristopher@example.com,West,2022-01-10
C00266,Martin Brown,schaeferjoshua@example.org,East,2023-01-06
C00267,Kristine Cummings,clinemelissa@example.net,West,2023-09-04
C00268,Kelsey Mcdonald,michael79@example.net,East,2022-04-01
C00269,Sheri Hernandez,craigjermaine@example.net,West,2021-05-18
C00270,Erin Turner,amanda76@example.net,Central,2021-08-09
C00271,Jimmy Williams,taylor56@example.com,West,2024-10-19
C00272,Stephanie Cooper,chrismaldonado@example.org,South,2021-11-09
C00273,Joy Marquez,williambass@example.org,South,2023-10-03
C00274,Randall Friedman,joshua12@example.org,East,2023-06-06
C00275,Cynthia Shaw,ana81@example.net,South,2023-01-29
C00276,Paul Palmer,robert44@example.com,North,2024-05-16
C00277,Sarah Reid,nathan14@example.org,Central,2021-05-30
C00278,Samuel Lowery,halldiana@example.net,Central,2021-11-30
C00279,Jennifer Martinez,lewiscrystal@example.com,North,2023-04-24
C00280,Larry Rodriguez,curryjoseph@example.com,East,2024-03-28
C00281,Janice Smith,hicksjessica@example.org,North,2021-12-06
C00282,Mark Wagner,choijulie@example.org,North,2023-11-17
C00283,Spencer Moran,aking@example.org,Central,2021-11-12
C00284,Tammy Lee,stronggeorge@example.com,West,2024-01-06
C00285,Nicole Cuevas,rogertaylor@example.com,Central,2025-02-27
C00286,Scott Snyder,katie69@example.net,Central,2022-05-16
C00287,Ryan Dennis,cobbdaniel@example.org,South,2023-02-18
C00288,Jaime Campbell,sherriacevedo@example.com,North,2024-11-09
C00289,Wesley Powers,stacy75@example.org,Central,2022-01-12
C00290,Sarah Anderson,zramos@example.net,North,2022-09-03
C00291,David Brown,pierceanthony@example.com,South,2022-10-22
C00292,Mark Diaz,phansen@example.com,North,2023-11-21
C00293,Jessica Sparks,heatherrichards@example.org,Central,2022-09-10
C00294,Julia Yates,colleenschaefer@example.org,North,2024-07-20
C00295,Connor Simpson,rebeccasmith@example.net,South,2023-02-01
C00296,Keith Hernandez,joseyang@example.com,West,2023-07-28
C00297,Christopher Morrison,isaac86@example.net,North,2023-09-09
C00298,Jessica Mann,brandon36@example.org,Central,2023-07-21
C00299,Kayla Wheeler,meganscott@example.com,South,2021-12-08
C00300,Robert Sims,robertpatterson@example.net,Central,2023-03-27
C00301,Dr. Sarah White,garciajonathan@example.net,Central,2021-06-11
C00302,Heather Carroll,donna06@example.org,North,2022-06-12
C00303,Jessica Singh,atkinswalter@example.org,Central,2024-07-27
C00304,Joseph Dennis,lauren14@example.org,North,2022-03-25
C00305,Lacey Wolf,suzannewalton@example.org,West,2022-07-12
C00306,Krista Ramirez,xmonroe@example.org,Central,2022-12-03
C00307,Jeremy Ward,woodscynthia@example.net,Central,2025-03-19
C00308,Terry Jones,floresgina@example.com,Central,2023-10-24
C00309,Alicia Burke,rsmith@example.org,East,2023-07-01
C00310,Courtney Woodward,amy28@example.com,East,2024-05-14
C00311,Kevin Adams,greenbrian@example.org,South,2024-02-11
C00312,Marilyn Baldwin,jasongilbert@example.com,East,2025-03-17
C00313,Kelsey Bell,conradjohn@example.net,South,2024-10-27
C00314,Philip Walker,jerry81@example.org,East,2023-09-13
C00315,Kevin Chavez,michael07@example.org,West,2023-08-14
C00316,Melissa Castaneda,valerieskinner@example.org,South,2021-06-26
C00317,Alex Wilson,bradkrueger@example.org,East,2023-02-05
C00318,Rodney Cook,lori11@example.com,West,2023-09-24
C00319,Angela Turner,vjones@example.org,East,2021-07-07
C00320,Karen Rhodes,walterssteven@example.com,North,2021-09-06
C00321,Robert Lee,joshua94@example.net,North,2024-10-27
C00322,Courtney Cobb DVM,qarmstrong@example.org,West,2024-04-21
C00323,Jesse Maddox,mcclureamanda@example.com,Central,2022-06-22
C00324,James Gonzales,floresvictoria@example.net,Central,2024-10-20
C00325,Annette Griffin,bpatel@example.net,North,2024-12-31
C00326,Sandra Moore,zsantana@example.org,North,2024-05-27
C00327,Brianna Zimmerman,kellyrebecca@example.com,Central,2024-01-15
C00328,Heather Harris,djarvis@example.net,South,2023-03-24
C00329,Patricia Lewis,carolrobinson@example.com,Central,2022-09-22
C00330,Mrs. Deborah Thornton MD,jasonhebert@example.com,East,2025-04-06
C00331,Mr. Jeffrey Williams,kempdanny@example.org,South,2021-10-28
C00332,Brittany Cooper,bakerkelly@example.com,East,2023-10-28
C00333,Bradley Rodriguez,jameshannah@example.org,North,2021-12-19
C00334,Michael Walker,rhondalin@example.net,South,2021-08-11
C00335,Gina Hall,felicia57@example.net,East,2022-01-14
C00336,Frank Allen,chubbard@example.com,East,2022-09-15
C00337,Julie Jackson,desireewest@example.com,South,2024-01-28
C00338,Darren Kim,beverlyhenderson@example.com,West,2025-04-05
C00339,Samuel Barrett,johnwiley@example.com,Central,2023-07-11
C00340,Michelle Roth,monique91@example.net,East,2024-06-14
C00341,Lisa Perez,csmith@example.net,Central,2024-09-08
C00342,Michelle Brown,charlesduke@example.net,Central,2023-09-07
C00343,Tyler Jones,bbrown@example.net,North,2024-07-16
C00344,Andre Morrison,lisa07@example.net,Central,2024-04-03
C00345,Elizabeth Gardner,ihubbard@example.org,East,2022-12-22
C00346,Mark Roberts,sheltondavid@example.net,North,2021-10-27
C00347,Sarah Marshall,dukepaul@example.net,South,2021-10-03
C00348,John Lewis,lsmith@example.com,East,2024-11-20
C00349,Holly Alvarez,natalierodriguez@example.net,North,2024-07-24
C00350,Natasha Burton,justincarpenter@example.com,North,2023-09-30
C00351,Adrian Pineda,klopez@example.net,Central,2021-07-02
C00352,Derek Patel,marylee@example.org,South,2022-05-03
C00353,Tracy Dominguez,fordlaurie@example.org,East,2024-12-15
C00354,Kathryn Tanner,qvaldez@example.com,East,2022-11-24
C00355,Jeremiah Strickland,samantha03@example.net,Central,2023-06-09
C00356,Jason James,savannahcarter@example.org,South,2024-11-12
C00357,Cory Bennett,floydsandra@example.net,East,2022-07-15
C00358,Joshua Graves,xcole@example.com,South,2023-01-21
C00359,Kelsey Lopez,patrickpark@example.net,East,2023-01-29
C00360,Jonathan Clark,brandon68@example.org,Central,2022-02-27
C00361,Christina Delacruz,daniel63@example.org,West,2023-06-14
C00362,Denise Bass,jennifer64@example.org,East,2022-08-20
C00363,Jeffrey Davis,milleremily@example.org,North,2023-04-12
C00364,Bryan Nguyen,preyes@example.com,North,2024-08-21
C00365,Ryan Rivera,xmarquez@example.net,West,2024-01-08
C00366,Andrew Castro,david25@example.com,East,2023-02-14
C00367,Alex Campbell,donald56@example.org,North,2025-04-10
C00368,Andrea Ross,dblackburn@example.org,North,2023-07-08
C00369,Denise Moore,james21@example.net,East,2024-08-03
C00370,Mr. Stanley Johnson,amberbrown@example.net,South,2021-12-04
C00371,Karen Odonnell,valerielarsen@example.com,East,2022-09-01
C00372,Corey Wells,montgomerybenjamin@example.com,South,2025-02-10
C00373,Scott Contreras,fjackson@example.net,West,2021-11-29
C00374,Steven Espinoza,tina63@example.com,Central,2022-10-17
C00375,Patricia Francis,karenromero@example.com,West,2021-11-09
C00376,Dana Reed,hbailey@example.org,Central,2022-04-10
C00377,Gary Bailey,aliciacampos@example.net,North,2021-08-31
C00378,Lisa Bishop,cooperjessica@example.net,North,2024-02-10
C00379,Jacqueline Padilla,richardwalker@example.com,North,2022-01-23
C00380,Fernando Lowery,martinezshawn@example.net,South,2024-12-12
C00381,Gabriela Taylor,williamsfernando@example.org,Central,2021-09-14
C00382,Scott Hogan,wanderson@example.net,North,2023-04-16
C00383,Todd Olson,josephgibson@example.net,East,2023-01-03
C00384,Isabel Sanders,john11@example.net,Central,2024-10-21
C00385,Michelle Wise,youngvictor@example.com,Central,2023-03-27
C00386,Sharon Gomez,timothy76@example.com,South,2025-03-11
C00387,Chad Hall,bsnyder@example.com,West,2022-04-11
C00388,Jonathan Shaw,morgangillespie@example.com,South,2024-05-10
C00389,Luis Turner,janet18@example.net,North,2023-05-08
C00390,John Murphy,kellycarter@example.org,East,2024-11-03
C00391,James Reynolds,benjaminduncan@example.net,East,2024-05-18
C00392,Sharon Hampton,tgomez@example.org,North,2022-08-25
C00393,Barbara Wilson,kwalker@example.com,East,2023-02-08
C00394,Brandy Brown,sgriffith@example.com,South,2022-08-05
C00395,Karen Barton,jessicahamilton@example.org,South,2021-09-26
C00396,Gina Barry,suzannenewman@example.net,North,2021-12-21
C00397,Susan Hatfield,osbornewilliam@example.org,East,2022-08-13
C00398,Emily Casey,youngcory@example.com,Central,2023-11-29
C00399,Shannon Brooks,andrewfranklin@example.com,West,2022-06-17
C00400,Christine Potter,acline@example.com,Central,2025-03-20
C00401,Jennifer Rojas,daniel55@example.com,South,2022-10-27
C00402,Cristian Wells,darrellpatterson@example.net,South,2022-03-07
C00403,Mary Vargas,brandonmatthews@example.org,South,2024-12-09
C00404,Tamara Morris,vmccoy@example.com,South,2024-12-24
C00405,Brett Mccall,cfox@example.com,West,2022-10-02
C00406,Mary Moreno,fbraun@example.org,North,2021-07-19
C00407,Danielle Lane,zholloway@example.com,South,2023-01-20
C00408,Jason Brooks,terrimathews@example.net,East,2023-09-03
C00409,Lisa Foster,brownsonya@example.org,West,2022-10-10
C00410,Valerie Thompson,brittany00@example.com,South,2024-09-29
C00411,Lisa Anderson,fmiranda@example.com,East,2022-04-08
C00412,Tony Smith,stevenford@example.org,South,2021-07-09
C00413,Denise Moss,tammyhiggins@example.net,North,2021-10-02
C00414,Eric Stewart,henrykevin@example.com,West,2023-12-28
C00415,Brian Davis,aking@example.com,North,2022-10-30
C00416,Darren Smith,maria21@example.org,West,2024-11-21
C00417,Daniel Morris,robertskathleen@example.org,South,2023-03-08
C00418,Regina Rivera,ggarcia@example.net,South,2022-07-23
C00419,Michael Johnson,thomas78@example.net,West,2022-01-26
C00420,Anna Rios,theodore39@example.net,East,2023-11-02
C00421,April Cline,alfred84@example.org,East,2023-07-29
C00422,Katie Gordon,mcdonaldphillip@example.net,South,2024-02-06
C00423,Mr. Eric Nelson,lancehansen@example.org,South,2024-08-03
C00424,Shawn Martin,michaelsims@example.org,North,2024-02-12
C00425,Colin Knight,peterthompson@example.org,South,2022-05-13
C00426,Danielle Pearson,hamiltonamber@example.net,West,2021-08-07
C00427,James Andrews,williamturner@example.net,East,2021-12-17
C00428,James Johnson,wray@example.com,East,2022-09-16
C00429,Caleb Deleon,patricia08@example.com,North,2023-05-15
C00430,Andrew Jones,stephen75@example.org,East,2024-02-23
C00431,Steven Mclean,justin39@example.net,East,2022-12-17
C00432,Javier Jimenez,jakeflores@example.net,Central,2024-10-13
C00433,James Freeman,mshea@example.com,West,2023-12-28
C00434,Don Green,steve37@example.com,Central,2023-02-12
C00435,Joseph Smith,michaelcarlson@example.net,East,2024-07-02
C00436,Cameron Stein,jreed@example.org,North,2022-02-20
C00437,Kristen Peterson,josephhughes@example.com,North,2023-03-01
C00438,Monique Evans,vfrost@example.com,East,2021-10-19
C00439,Phillip Ibarra,xhanson@example.com,South,2023-05-27
C00440,Whitney Garcia,jorgemartin@example.org,Central,2021-06-26
C00441,Stephanie Chapman,sanfordlucas@example.com,East,2023-12-31
C00442,Joseph Torres,kellyaustin@example.net,North,2023-12-21
C00443,Mariah Wheeler,megan21@example.net,North,2022-09-10
C00444,Christine Ellis,mcdonaldcassandra@example.org,Central,2024-12-13
C00445,Lisa Turner,pberry@example.org,West,2022-08-26
C00446,April Harris,jenniferkelly@example.net,East,2024-10-15
